2021/03/19 15:02:15 ##NOT FOUND rs63418562
2021/03/19 15:02:15 ##NOT FOUND rs115231027
2021/03/19 15:03:03 rs603424 combined, mismatch=186, overlaps=3764, ErrPct=4.94155
2021/03/19 15:03:16 FLIP for: rs72765298 [C,T]
2021/03/19 15:03:16 FLIP for: rs687621 [G,A]
2021/03/19 15:03:16 FLIP for: rs4364717 [G,A]
2021/03/19 15:30:00 ##NOT FOUND rs63418562
2021/03/19 15:30:00 ##NOT FOUND rs115231027
2021/03/19 15:30:53 rs603424 combined, mismatch=186, overlaps=3764, ErrPct=4.94155
2021/03/19 15:30:53 rs36006409 combined, mismatch=28, overlaps=512, ErrPct=5.46875
2021/03/19 15:30:53 rs11197813 combined, mismatch=22, overlaps=512, ErrPct=4.29688
2021/03/19 15:30:53 rs72842207 combined, mismatch=34, overlaps=512, ErrPct=6.64062
2021/03/19 15:30:53 rs4411245 combined, mismatch=27, overlaps=512, ErrPct=5.27344
2021/03/19 15:30:53 rs7096563 combined, mismatch=15, overlaps=512, ErrPct=2.92969
2021/03/19 15:30:53 rs1133400 combined, mismatch=451, overlaps=3373, ErrPct=13.37089
2021/03/19 15:30:53 rs10906391 combined, mismatch=28, overlaps=512, ErrPct=5.46875
2021/03/19 15:30:53 rs11010905 combined, mismatch=11, overlaps=512, ErrPct=2.14844
2021/03/19 15:30:54 rs72795925 combined, mismatch=23, overlaps=512, ErrPct=4.49219
2021/03/19 15:30:54 rs10732433 combined, mismatch=8, overlaps=512, ErrPct=1.56250
2021/03/19 15:30:54 rs34130368 combined, mismatch=169, overlaps=512, ErrPct=33.00781
2021/03/19 15:30:54 rs56352451 combined, mismatch=12, overlaps=512, ErrPct=2.34375
2021/03/19 15:30:54 rs7090758 combined, mismatch=4, overlaps=512, ErrPct=0.78125
2021/03/19 15:30:54 rs12572586 combined, mismatch=11, overlaps=512, ErrPct=2.14844
2021/03/19 15:30:54 rs10887914 combined, mismatch=5, overlaps=512, ErrPct=0.97656
2021/03/19 15:30:54 rs77413490 combined, mismatch=9, overlaps=512, ErrPct=1.75781
2021/03/19 15:30:54 rs61892344 combined, mismatch=9, overlaps=512, ErrPct=1.75781
2021/03/19 15:30:54 rs12807220 combined, mismatch=45, overlaps=512, ErrPct=8.78906
2021/03/19 15:30:54 rs4754196 combined, mismatch=7, overlaps=512, ErrPct=1.36719
2021/03/19 15:30:54 rs17119370 combined, mismatch=20, overlaps=512, ErrPct=3.90625
2021/03/19 15:30:54 rs1076485 combined, mismatch=47, overlaps=3764, ErrPct=1.24867
2021/03/19 15:30:54 rs11222386 combined, mismatch=21, overlaps=512, ErrPct=4.10156
2021/03/19 15:30:54 rs11026586 combined, mismatch=5, overlaps=512, ErrPct=0.97656
2021/03/19 15:30:54 rs871004 combined, mismatch=7, overlaps=512, ErrPct=1.36719
2021/03/19 15:30:54 rs11031051 combined, mismatch=51, overlaps=512, ErrPct=9.96094
2021/03/19 15:30:54 rs190194639 combined, mismatch=20, overlaps=512, ErrPct=3.90625
2021/03/19 15:30:54 rs17224476 combined, mismatch=132, overlaps=6400, ErrPct=2.06250
2021/03/19 15:30:54 rs1585453 combined, mismatch=22, overlaps=512, ErrPct=4.29688
2021/03/19 15:30:54 rs2688716 combined, mismatch=36, overlaps=512, ErrPct=7.03125
2021/03/19 15:30:54 rs75905900 combined, mismatch=2, overlaps=512, ErrPct=0.39062
2021/03/19 15:30:54 rs11607056 combined, mismatch=5, overlaps=512, ErrPct=0.97656
2021/03/19 15:30:54 rs2929184 combined, mismatch=74, overlaps=512, ErrPct=14.45312
2021/03/19 15:30:54 rs4980515 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:54 rs67976715 combined, mismatch=37, overlaps=512, ErrPct=7.22656
2021/03/19 15:30:54 rs875106 combined, mismatch=1, overlaps=512, ErrPct=0.19531
2021/03/19 15:30:54 rs4420291 combined, mismatch=35, overlaps=512, ErrPct=6.83594
2021/03/19 15:30:54 rs10743086 combined, mismatch=9, overlaps=512, ErrPct=1.75781
2021/03/19 15:30:54 rs10830963 combined, mismatch=382, overlaps=6400, ErrPct=5.96875
2021/03/19 15:30:54 rs11021221 combined, mismatch=18, overlaps=512, ErrPct=3.51562
2021/03/19 15:30:54 rs360153 combined, mismatch=30, overlaps=512, ErrPct=5.85938
2021/03/19 15:30:54 rs10778174 combined, mismatch=7, overlaps=512, ErrPct=1.36719
2021/03/19 15:30:54 rs11112548 combined, mismatch=34, overlaps=512, ErrPct=6.64062
2021/03/19 15:30:54 rs11571376 combined, mismatch=86, overlaps=512, ErrPct=16.79688
2021/03/19 15:30:54 rs11615689 combined, mismatch=11, overlaps=512, ErrPct=2.14844
2021/03/19 15:30:54 rs3898618 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:54 rs1271309 combined, mismatch=63, overlaps=512, ErrPct=12.30469
2021/03/19 15:30:54 rs2024385 combined, mismatch=93, overlaps=512, ErrPct=18.16406
2021/03/19 15:30:54 rs7313556 combined, mismatch=3, overlaps=512, ErrPct=0.58594
2021/03/19 15:30:54 rs73080726 combined, mismatch=14, overlaps=512, ErrPct=2.73438
2021/03/19 15:30:54 rs704191 combined, mismatch=32, overlaps=512, ErrPct=6.25000
2021/03/19 15:30:54 rs7976167 combined, mismatch=21, overlaps=512, ErrPct=4.10156
2021/03/19 15:30:54 rs1098708 combined, mismatch=1, overlaps=512, ErrPct=0.19531
2021/03/19 15:30:54 rs10842991 combined, mismatch=5, overlaps=512, ErrPct=0.97656
2021/03/19 15:30:54 rs117233107 combined, mismatch=22, overlaps=512, ErrPct=4.29688
2021/03/19 15:30:54 rs78998485 combined, mismatch=21, overlaps=512, ErrPct=4.10156
2021/03/19 15:30:54 rs11168245 combined, mismatch=73, overlaps=512, ErrPct=14.25781
2021/03/19 15:30:54 rs2261608 combined, mismatch=2, overlaps=512, ErrPct=0.39062
2021/03/19 15:30:54 rs61926181 combined, mismatch=16, overlaps=512, ErrPct=3.12500
2021/03/19 15:30:54 rs75507123 combined, mismatch=15, overlaps=512, ErrPct=2.92969
2021/03/19 15:30:54 rs7137749 combined, mismatch=21, overlaps=512, ErrPct=4.10156
2021/03/19 15:30:54 rs10437954 combined, mismatch=34, overlaps=512, ErrPct=6.64062
2021/03/19 15:30:54 rs513177 combined, mismatch=4, overlaps=512, ErrPct=0.78125
2021/03/19 15:30:54 rs7963801 combined, mismatch=103, overlaps=512, ErrPct=20.11719
2021/03/19 15:30:54 rs7132012 combined, mismatch=137, overlaps=3764, ErrPct=3.63974
2021/03/19 15:30:54 rs10858966 combined, mismatch=28, overlaps=512, ErrPct=5.46875
2021/03/19 15:30:54 rs7977311 combined, mismatch=4, overlaps=512, ErrPct=0.78125
2021/03/19 15:30:54 rs7134060 combined, mismatch=10, overlaps=512, ErrPct=1.95312
2021/03/19 15:30:54 rs3742182 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:54 rs7331680 combined, mismatch=10, overlaps=512, ErrPct=1.95312
2021/03/19 15:30:54 rs606950 combined, mismatch=47, overlaps=512, ErrPct=9.17969
2021/03/19 15:30:54 rs9532243 combined, mismatch=11, overlaps=512, ErrPct=2.14844
2021/03/19 15:30:54 rs73187288 combined, mismatch=3, overlaps=512, ErrPct=0.58594
2021/03/19 15:30:54 rs912434 combined, mismatch=8, overlaps=512, ErrPct=1.56250
2021/03/19 15:30:54 rs12583615 combined, mismatch=0, overlaps=512, ErrPct=0.00000
2021/03/19 15:30:54 rs9526707 combined, mismatch=10, overlaps=512, ErrPct=1.95312
2021/03/19 15:30:55 rs9563529 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:55 rs78474310 combined, mismatch=13, overlaps=512, ErrPct=2.53906
2021/03/19 15:30:55 rs4304924 combined, mismatch=53, overlaps=512, ErrPct=10.35156
2021/03/19 15:30:55 rs7988232 combined, mismatch=38, overlaps=512, ErrPct=7.42188
2021/03/19 15:30:55 rs55684003 combined, mismatch=5, overlaps=512, ErrPct=0.97656
2021/03/19 15:30:55 rs28470843 combined, mismatch=33, overlaps=512, ErrPct=6.44531
2021/03/19 15:30:55 rs8014182 combined, mismatch=3, overlaps=512, ErrPct=0.58594
2021/03/19 15:30:55 rs17880989 combined, mismatch=217, overlaps=3373, ErrPct=6.43344
2021/03/19 15:30:55 rs17115145 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:55 rs4424827 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:55 rs72683923 combined, mismatch=28, overlaps=512, ErrPct=5.46875
2021/03/19 15:30:55 rs210381 combined, mismatch=48, overlaps=3373, ErrPct=1.42307
2021/03/19 15:30:55 rs7144602 combined, mismatch=33, overlaps=512, ErrPct=6.44531
2021/03/19 15:30:55 rs11628933 combined, mismatch=3, overlaps=512, ErrPct=0.58594
2021/03/19 15:30:55 rs11623535 combined, mismatch=0, overlaps=512, ErrPct=0.00000
2021/03/19 15:30:55 rs4903064 combined, mismatch=14, overlaps=512, ErrPct=2.73438
2021/03/19 15:30:55 rs11159091 combined, mismatch=78, overlaps=512, ErrPct=15.23438
2021/03/19 15:30:55 rs8013933 combined, mismatch=21, overlaps=512, ErrPct=4.10156
2021/03/19 15:30:55 rs34756251 combined, mismatch=12, overlaps=512, ErrPct=2.34375
2021/03/19 15:30:55 rs11629850 combined, mismatch=25, overlaps=512, ErrPct=4.88281
2021/03/19 15:30:55 rs2925345 combined, mismatch=10, overlaps=512, ErrPct=1.95312
2021/03/19 15:30:55 rs4924570 combined, mismatch=41, overlaps=512, ErrPct=8.00781
2021/03/19 15:30:55 rs3098186 combined, mismatch=13, overlaps=512, ErrPct=2.53906
2021/03/19 15:30:55 rs3191402 combined, mismatch=231, overlaps=512, ErrPct=45.11719
2021/03/19 15:30:55 rs832890 combined, mismatch=12, overlaps=512, ErrPct=2.34375
2021/03/19 15:30:55 rs2289261 combined, mismatch=47, overlaps=512, ErrPct=9.17969
2021/03/19 15:30:55 rs62004794 combined, mismatch=15, overlaps=512, ErrPct=2.92969
2021/03/19 15:30:55 rs11853359 combined, mismatch=12, overlaps=512, ErrPct=2.34375
2021/03/19 15:30:55 rs11634028 combined, mismatch=101, overlaps=512, ErrPct=19.72656
2021/03/19 15:30:55 rs899927 combined, mismatch=11, overlaps=3764, ErrPct=0.29224
2021/03/19 15:30:55 rs7180952 combined, mismatch=20, overlaps=512, ErrPct=3.90625
2021/03/19 15:30:55 rs3743157 combined, mismatch=59, overlaps=3373, ErrPct=1.74918
2021/03/19 15:30:55 rs11632436 combined, mismatch=24, overlaps=512, ErrPct=4.68750
2021/03/19 15:30:55 rs28611491 combined, mismatch=82, overlaps=512, ErrPct=16.01562
2021/03/19 15:30:55 rs873122 combined, mismatch=39, overlaps=512, ErrPct=7.61719
2021/03/19 15:30:55 rs4984496 combined, mismatch=10, overlaps=512, ErrPct=1.95312
2021/03/19 15:30:55 rs11642631 combined, mismatch=4, overlaps=512, ErrPct=0.78125
2021/03/19 15:30:55 rs11248862 combined, mismatch=61, overlaps=512, ErrPct=11.91406
2021/03/19 15:30:55 rs3915425 combined, mismatch=41, overlaps=512, ErrPct=8.00781
2021/03/19 15:30:55 rs4782211 combined, mismatch=273, overlaps=512, ErrPct=53.32031
2021/03/19 15:30:55 rs28590346 combined, mismatch=196, overlaps=512, ErrPct=38.28125
2021/03/19 15:30:55 rs6565174 combined, mismatch=195, overlaps=3764, ErrPct=5.18066
2021/03/19 15:30:55 rs37060 combined, mismatch=59, overlaps=3764, ErrPct=1.56748
2021/03/19 15:30:55 rs28633979 combined, mismatch=9, overlaps=512, ErrPct=1.75781
2021/03/19 15:30:55 rs45474499 combined, mismatch=1, overlaps=512, ErrPct=0.19531
2021/03/19 15:30:55 rs35450617 combined, mismatch=21, overlaps=512, ErrPct=4.10156
2021/03/19 15:30:55 rs7185555 combined, mismatch=19, overlaps=512, ErrPct=3.71094
2021/03/19 15:30:55 rs9932866 combined, mismatch=18, overlaps=512, ErrPct=3.51562
2021/03/19 15:30:55 rs62053102 combined, mismatch=46, overlaps=512, ErrPct=8.98438
2021/03/19 15:30:55 rs7187540 combined, mismatch=150, overlaps=512, ErrPct=29.29688
2021/03/19 15:30:55 rs4925159 combined, mismatch=8, overlaps=3764, ErrPct=0.21254
2021/03/19 15:30:55 rs7502046 combined, mismatch=196, overlaps=512, ErrPct=38.28125
2021/03/19 15:30:55 rs4480845 combined, mismatch=50, overlaps=512, ErrPct=9.76562
2021/03/19 15:30:55 rs138285687 combined, mismatch=8, overlaps=512, ErrPct=1.56250
2021/03/19 15:30:55 rs11080134 combined, mismatch=213, overlaps=3373, ErrPct=6.31485
2021/03/19 15:30:55 rs1551355 combined, mismatch=17, overlaps=512, ErrPct=3.32031
2021/03/19 15:30:55 rs3135967 combined, mismatch=48, overlaps=3764, ErrPct=1.27524
2021/03/19 15:30:55 rs7215084 combined, mismatch=35, overlaps=3764, ErrPct=0.92986
2021/03/19 15:30:55 rs56228409 combined, mismatch=102, overlaps=512, ErrPct=19.92188
2021/03/19 15:30:55 rs9904409 combined, mismatch=14, overlaps=512, ErrPct=2.73438
2021/03/19 15:30:55 rs62076103 combined, mismatch=30, overlaps=512, ErrPct=5.85938
2021/03/19 15:30:55 rs12325702 combined, mismatch=76, overlaps=512, ErrPct=14.84375
2021/03/19 15:30:55 rs34430710 combined, mismatch=13, overlaps=512, ErrPct=2.53906
2021/03/19 15:30:55 rs1036902 combined, mismatch=20, overlaps=512, ErrPct=3.90625
2021/03/19 15:30:56 rs6504213 combined, mismatch=24, overlaps=512, ErrPct=4.68750
2021/03/19 15:30:56 rs35504735 combined, mismatch=15, overlaps=512, ErrPct=2.92969
2021/03/19 15:30:56 rs9302885 combined, mismatch=16, overlaps=512, ErrPct=3.12500
2021/03/19 15:30:56 rs112280096 combined, mismatch=242, overlaps=512, ErrPct=47.26562
2021/03/19 15:30:56 rs8069739 combined, mismatch=11, overlaps=512, ErrPct=2.14844
2021/03/19 15:30:56 rs11665020 combined, mismatch=27, overlaps=512, ErrPct=5.27344
2021/03/19 15:30:56 rs963920 combined, mismatch=26, overlaps=512, ErrPct=5.07812
2021/03/19 15:30:56 rs4800420 combined, mismatch=11, overlaps=512, ErrPct=2.14844
2021/03/19 15:30:56 rs61735998 combined, mismatch=144, overlaps=3373, ErrPct=4.26920
2021/03/19 15:30:56 rs11876341 combined, mismatch=89, overlaps=512, ErrPct=17.38281
2021/03/19 15:30:56 rs34163044 combined, mismatch=83, overlaps=512, ErrPct=16.21094
2021/03/19 15:30:56 rs10048404 combined, mismatch=146, overlaps=512, ErrPct=28.51562
2021/03/19 15:30:56 rs12172847 combined, mismatch=8, overlaps=512, ErrPct=1.56250
2021/03/19 15:30:56 rs12454712 combined, mismatch=1350, overlaps=3764, ErrPct=35.86610
2021/03/19 15:30:56 rs34413141 combined, mismatch=83, overlaps=512, ErrPct=16.21094
2021/03/19 15:30:56 rs10409243 combined, mismatch=305, overlaps=3764, ErrPct=8.10308
2021/03/19 15:30:56 rs1529744 combined, mismatch=15, overlaps=512, ErrPct=2.92969
2021/03/19 15:30:56 rs1077795 combined, mismatch=31, overlaps=512, ErrPct=6.05469
2021/03/19 15:30:56 rs1821295 combined, mismatch=18, overlaps=512, ErrPct=3.51562
2021/03/19 15:30:56 rs2656523 combined, mismatch=148, overlaps=512, ErrPct=28.90625
2021/03/19 15:30:56 rs1800470 combined, mismatch=10, overlaps=512, ErrPct=1.95312
2021/03/19 15:30:56 rs7412 combined, mismatch=384, overlaps=6400, ErrPct=6.00000
2021/03/19 15:30:56 rs34783010 combined, mismatch=85, overlaps=512, ErrPct=16.60156
2021/03/19 15:30:56 rs2613765 combined, mismatch=15, overlaps=512, ErrPct=2.92969
2021/03/19 15:30:56 rs138877676 combined, mismatch=34, overlaps=512, ErrPct=6.64062
2021/03/19 15:30:56 rs7250835 combined, mismatch=230, overlaps=512, ErrPct=44.92188
2021/03/19 15:30:56 rs12078697 combined, mismatch=42, overlaps=512, ErrPct=8.20312
2021/03/19 15:30:56 rs7553422 combined, mismatch=23, overlaps=3764, ErrPct=0.61105
2021/03/19 15:30:56 rs72704264 combined, mismatch=41, overlaps=512, ErrPct=8.00781
2021/03/19 15:30:56 rs76719272 combined, mismatch=90, overlaps=512, ErrPct=17.57812
2021/03/19 15:30:56 rs12118102 combined, mismatch=4, overlaps=512, ErrPct=0.78125
2021/03/19 15:30:56 rs10913934 combined, mismatch=30, overlaps=512, ErrPct=5.85938
2021/03/19 15:30:56 rs1043069 combined, mismatch=38, overlaps=512, ErrPct=7.42188
2021/03/19 15:30:56 rs4651224 combined, mismatch=36, overlaps=512, ErrPct=7.03125
2021/03/19 15:30:56 rs12042924 combined, mismatch=32, overlaps=512, ErrPct=6.25000
2021/03/19 15:30:56 rs882624 combined, mismatch=29, overlaps=512, ErrPct=5.66406
2021/03/19 15:30:56 rs33996239 combined, mismatch=55, overlaps=512, ErrPct=10.74219
2021/03/19 15:30:56 rs7555285 combined, mismatch=14, overlaps=512, ErrPct=2.73438
2021/03/19 15:30:56 rs35981664 combined, mismatch=32, overlaps=512, ErrPct=6.25000
2021/03/19 15:30:56 rs260508 combined, mismatch=18, overlaps=512, ErrPct=3.51562
2021/03/19 15:30:56 rs2820443 combined, mismatch=25, overlaps=3764, ErrPct=0.66419
2021/03/19 15:30:56 rs2807337 combined, mismatch=9, overlaps=512, ErrPct=1.75781
2021/03/19 15:30:56 rs150266910 combined, mismatch=4, overlaps=512, ErrPct=0.78125
2021/03/19 15:30:56 rs4926499 combined, mismatch=122, overlaps=512, ErrPct=23.82812
2021/03/19 15:30:56 rs79598313 combined, mismatch=21, overlaps=512, ErrPct=4.10156
2021/03/19 15:30:56 rs143167197 combined, mismatch=36, overlaps=512, ErrPct=7.03125
2021/03/19 15:30:56 rs1565716 combined, mismatch=3, overlaps=512, ErrPct=0.58594
2021/03/19 15:30:56 rs4652875 combined, mismatch=1, overlaps=512, ErrPct=0.19531
2021/03/19 15:30:56 rs72659998 combined, mismatch=24, overlaps=512, ErrPct=4.68750
2021/03/19 15:30:56 rs839755 combined, mismatch=2, overlaps=512, ErrPct=0.39062
2021/03/19 15:30:56 rs512083 combined, mismatch=21, overlaps=512, ErrPct=4.10156
2021/03/19 15:30:56 rs12142296 combined, mismatch=16, overlaps=512, ErrPct=3.12500
2021/03/19 15:30:56 rs6681713 combined, mismatch=1, overlaps=512, ErrPct=0.19531
2021/03/19 15:30:56 rs20354 combined, mismatch=2, overlaps=512, ErrPct=0.39062
2021/03/19 15:30:56 rs34517439 combined, mismatch=126, overlaps=512, ErrPct=24.60938
2021/03/19 15:30:56 rs2252865 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:56 rs12034319 combined, mismatch=5, overlaps=512, ErrPct=0.97656
2021/03/19 15:30:56 rs385437 combined, mismatch=4, overlaps=512, ErrPct=0.78125
2021/03/19 15:30:56 rs7514579 combined, mismatch=23, overlaps=512, ErrPct=4.49219
2021/03/19 15:30:56 rs17396055 combined, mismatch=15, overlaps=512, ErrPct=2.92969
2021/03/19 15:30:56 rs680515 combined, mismatch=11, overlaps=512, ErrPct=2.14844
2021/03/19 15:30:56 rs1232482 combined, mismatch=14, overlaps=512, ErrPct=2.73438
2021/03/19 15:30:56 rs6141767 combined, mismatch=18, overlaps=512, ErrPct=3.51562
2021/03/19 15:30:56 rs6141479 combined, mismatch=103, overlaps=512, ErrPct=20.11719
2021/03/19 15:30:56 rs4811601 combined, mismatch=80, overlaps=512, ErrPct=15.62500
2021/03/19 15:30:56 rs4810332 combined, mismatch=28, overlaps=512, ErrPct=5.46875
2021/03/19 15:30:57 rs6021247 combined, mismatch=16, overlaps=512, ErrPct=3.12500
2021/03/19 15:30:57 rs35213536 combined, mismatch=109, overlaps=512, ErrPct=21.28906
2021/03/19 15:30:57 rs11087740 combined, mismatch=4, overlaps=512, ErrPct=0.78125
2021/03/19 15:30:57 rs1882961 combined, mismatch=95, overlaps=3764, ErrPct=2.52391
2021/03/19 15:30:57 rs11909120 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:57 rs9976596 combined, mismatch=68, overlaps=512, ErrPct=13.28125
2021/03/19 15:30:57 rs62229372 combined, mismatch=152, overlaps=512, ErrPct=29.68750
2021/03/19 15:30:57 rs2277788 combined, mismatch=0, overlaps=512, ErrPct=0.00000
2021/03/19 15:30:57 rs11701512 combined, mismatch=7, overlaps=512, ErrPct=1.36719
2021/03/19 15:30:57 rs134041 combined, mismatch=13, overlaps=512, ErrPct=2.53906
2021/03/19 15:30:57 rs737721 combined, mismatch=4, overlaps=512, ErrPct=0.78125
2021/03/19 15:30:57 rs5750482 combined, mismatch=26, overlaps=512, ErrPct=5.07812
2021/03/19 15:30:57 rs77692990 combined, mismatch=32, overlaps=512, ErrPct=6.25000
2021/03/19 15:30:57 rs28578714 combined, mismatch=129, overlaps=512, ErrPct=25.19531
2021/03/19 15:30:57 rs28377357 combined, mismatch=18, overlaps=512, ErrPct=3.51562
2021/03/19 15:30:57 rs6723509 combined, mismatch=9, overlaps=512, ErrPct=1.75781
2021/03/19 15:30:57 rs13001283 combined, mismatch=20, overlaps=512, ErrPct=3.90625
2021/03/19 15:30:57 rs72844590 combined, mismatch=11, overlaps=512, ErrPct=2.14844
2021/03/19 15:30:57 rs7606205 combined, mismatch=62, overlaps=512, ErrPct=12.10938
2021/03/19 15:30:57 rs34570306 combined, mismatch=20, overlaps=512, ErrPct=3.90625
2021/03/19 15:30:57 rs4664080 combined, mismatch=7, overlaps=512, ErrPct=1.36719
2021/03/19 15:30:57 rs1220128 combined, mismatch=136, overlaps=512, ErrPct=26.56250
2021/03/19 15:30:57 rs79523138 combined, mismatch=14, overlaps=512, ErrPct=2.73438
2021/03/19 15:30:57 rs2390258 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:57 rs560887 combined, mismatch=209, overlaps=6400, ErrPct=3.26562
2021/03/19 15:30:57 rs151054210 combined, mismatch=8, overlaps=512, ErrPct=1.56250
2021/03/19 15:30:57 rs72914576 combined, mismatch=45, overlaps=512, ErrPct=8.78906
2021/03/19 15:30:57 rs60148403 combined, mismatch=25, overlaps=512, ErrPct=4.88281
2021/03/19 15:30:57 rs1486236 combined, mismatch=233, overlaps=3764, ErrPct=6.19022
2021/03/19 15:30:57 rs12473688 combined, mismatch=0, overlaps=512, ErrPct=0.00000
2021/03/19 15:30:57 rs28558491 combined, mismatch=26, overlaps=512, ErrPct=5.07812
2021/03/19 15:30:57 rs11901929 combined, mismatch=18, overlaps=512, ErrPct=3.51562
2021/03/19 15:30:57 rs67720684 combined, mismatch=7, overlaps=512, ErrPct=1.36719
2021/03/19 15:30:57 rs1469760 combined, mismatch=1, overlaps=512, ErrPct=0.19531
2021/03/19 15:30:57 rs12694277 combined, mismatch=79, overlaps=512, ErrPct=15.42969
2021/03/19 15:30:57 rs4674114 combined, mismatch=12, overlaps=512, ErrPct=2.34375
2021/03/19 15:30:57 rs1996992 combined, mismatch=19, overlaps=512, ErrPct=3.71094
2021/03/19 15:30:57 rs1044822 combined, mismatch=4, overlaps=512, ErrPct=0.78125
2021/03/19 15:30:57 rs12052878 combined, mismatch=29, overlaps=512, ErrPct=5.66406
2021/03/19 15:30:57 rs139354822 combined, mismatch=39, overlaps=512, ErrPct=7.61719
2021/03/19 15:30:57 rs1607644 combined, mismatch=26, overlaps=512, ErrPct=5.07812
2021/03/19 15:30:57 rs4850047 combined, mismatch=342, overlaps=3764, ErrPct=9.08608
2021/03/19 15:30:57 rs2707238 combined, mismatch=37, overlaps=512, ErrPct=7.22656
2021/03/19 15:30:57 rs35590893 combined, mismatch=12, overlaps=512, ErrPct=2.34375
2021/03/19 15:30:57 rs6545155 combined, mismatch=13, overlaps=3764, ErrPct=0.34538
2021/03/19 15:30:57 rs2920899 combined, mismatch=20, overlaps=512, ErrPct=3.90625
2021/03/19 15:30:57 rs6730325 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:57 rs72816333 combined, mismatch=7, overlaps=512, ErrPct=1.36719
2021/03/19 15:30:57 rs2631669 combined, mismatch=4, overlaps=3764, ErrPct=0.10627
2021/03/19 15:30:57 rs2300481 combined, mismatch=36, overlaps=512, ErrPct=7.03125
2021/03/19 15:30:57 rs6731373 combined, mismatch=63, overlaps=512, ErrPct=12.30469
2021/03/19 15:30:57 rs72847885 combined, mismatch=7, overlaps=512, ErrPct=1.36719
2021/03/19 15:30:57 rs2175337 combined, mismatch=30, overlaps=512, ErrPct=5.85938
2021/03/19 15:30:57 rs4851462 combined, mismatch=65, overlaps=512, ErrPct=12.69531
2021/03/19 15:30:57 rs11923667 combined, mismatch=12, overlaps=512, ErrPct=2.34375
2021/03/19 15:30:57 rs1882289 combined, mismatch=12, overlaps=3764, ErrPct=0.31881
2021/03/19 15:30:57 rs6438857 combined, mismatch=18, overlaps=512, ErrPct=3.51562
2021/03/19 15:30:57 rs9875380 combined, mismatch=3, overlaps=512, ErrPct=0.58594
2021/03/19 15:30:57 rs590198 combined, mismatch=3, overlaps=512, ErrPct=0.58594
2021/03/19 15:30:57 rs729639 combined, mismatch=26, overlaps=512, ErrPct=5.07812
2021/03/19 15:30:57 rs62278541 combined, mismatch=3, overlaps=512, ErrPct=0.58594
2021/03/19 15:30:58 rs6772704 combined, mismatch=16, overlaps=512, ErrPct=3.12500
2021/03/19 15:30:58 rs9833313 combined, mismatch=27, overlaps=512, ErrPct=5.27344
2021/03/19 15:30:58 rs78151625 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:58 rs1706003 combined, mismatch=185, overlaps=512, ErrPct=36.13281
2021/03/19 15:30:58 rs6777317 combined, mismatch=531, overlaps=3764, ErrPct=14.10733
2021/03/19 15:30:58 rs189267552 combined, mismatch=13, overlaps=512, ErrPct=2.53906
2021/03/19 15:30:58 rs4634143 combined, mismatch=6, overlaps=512, ErrPct=1.17188
2021/03/19 15:30:58 rs12638085 combined, mismatch=14, overlaps=512, ErrPct=2.73438
2021/03/19 15:30:58 rs4678915 combined, mismatch=64, overlaps=512, ErrPct=12.50000
2021/03/19 15:30:58 rs267517 combined, mismatch=30, overlaps=512, ErrPct=5.85938
2021/03/19 15:30:58 rs6801957 combined, mismatch=137, overlaps=3764, ErrPct=3.63974
2021/03/19 15:30:58 rs6788984 combined, mismatch=95, overlaps=3764, ErrPct=2.52391
2021/03/19 15:30:58 rs141979279 combined, mismatch=0, overlaps=512, ErrPct=0.00000
2021/03/19 15:30:58 rs113134141 combined, mismatch=5, overlaps=512, ErrPct=0.97656
2021/03/19 15:30:58 rs73082337 combined, mismatch=35, overlaps=512, ErrPct=6.83594
2021/03/19 15:30:58 rs12486605 combined, mismatch=23, overlaps=512, ErrPct=4.49219
2021/03/19 15:30:58 rs7630745 combined, mismatch=19, overlaps=512, ErrPct=3.71094
2021/03/19 15:30:58 rs4499560 combined, mismatch=15, overlaps=512, ErrPct=2.92969
2021/03/19 15:30:58 rs9857362 combined, mismatch=42, overlaps=512, ErrPct=8.20312
2021/03/19 15:30:58 rs9865843 combined, mismatch=25, overlaps=512, ErrPct=4.88281
2021/03/19 15:30:58 rs1375564 combined, mismatch=10, overlaps=3764, ErrPct=0.26567
2021/03/19 15:30:58 rs9860290 combined, mismatch=31, overlaps=512, ErrPct=6.05469
2021/03/19 15:30:58 rs3822239 combined, mismatch=7, overlaps=512, ErrPct=1.36719
2021/03/19 15:30:58 rs17248480 combined, mismatch=21, overlaps=512, ErrPct=4.10156
2021/03/19 15:30:58 rs223361 combined, mismatch=3, overlaps=512, ErrPct=0.58594
